Date,County,State,Series_Complete_Pop_Pct,Fully_Vaccinated,Fully_Vaccinated_12+,Fully_Vaccinated_18+,Fully_Vaccinated_65+,Completeness_pct,Administered_Dose1_Recip,Partially_Vaccinated,Partially_Vaccinated_12+,Partially_Vaccinated_18+,Partially_Vaccinated_65+
2021-10-28,Marengo County,AL,49.2,9272,57.7,60.1,78.0,92.6,11422.0,60.6,71.0,73.5,90.0
2021-10-28,Taylor County,KY,48.6,12516,57.3,59.3,82.4,94.4,14120.0,54.8,64.7,66.8,89.5
2021-10-28,Jefferson County,AR,37.7,25225,44.0,45.0,61.7,90.3,32370.0,48.4,56.4,57.2,74.0
2021-10-28,Musselshell County,MT,31.1,1443,35.2,37.4,53.9,95.7,1574.0,34.0,38.4,40.7,56.4
2021-10-28,Powder River County,MT,19.6,330,21.9,23.3,37.8,95.7,362.0,21.5,24.0,25.5,39.7
2021-10-28,Henry County,IN,47.8,22954,54.8,57.6,84.0,98.7,24602.0,51.3,58.8,61.5,86.7
2021-10-28,Catawba County,NC,49.1,78378,57.1,59.1,84.6,97.3,93765.0,58.8,68.3,70.9,99.9
2021-10-28,Ohio County,WV,12.6,5232,14.4,14.3,15.4,60.0,7377.0,17.8,20.4,20.1,20.2
2021-10-28,Adams County,WA,50.9,10165,67.4,73.9,86.9,96.1,11254.0,56.3,74.7,81.1,91.9
2021-10-28,McDowell County,NC,46.7,21385,53.5,55.9,77.4,97.3,24243.0,53.0,60.7,63.2,83.9
2021-10-28,Guayanilla Municipio,PR,72.5,12782,81.3,80.4,85.6,95.8,14086.0,79.9,89.6,88.6,94.3
2021-10-28,Murray County,GA,16.1,6442,19.0,19.4,19.4,57.9,6745.0,16.8,0.0,0.0,0.0
2021-10-28,Castro County,TX,37.2,2802,45.7,48.2,70.8,99.1,3432.0,45.6,56.0,58.9,78.8
2021-10-28,Baltimore city,MD,56.8,337038,66.0,67.5,80.3,98.7,375128.0,63.2,73.5,74.9,85.9
2021-10-28,Crane County,TX,31.5,1512,38.9,40.8,60.4,99.1,2091.0,43.6,53.8,56.6,77.9
2021-10-28,Titus County,TX,33.7,11043,41.7,44.1,62.7,99.1,13386.0,40.9,50.5,53.4,70.0
2021-10-28,Roane County,WV,5.2,716,6.0,5.8,7.0,60.0,1181.0,8.6,9.9,9.7,9.4
2021-10-28,Jim Wells County,TX,49.2,19935,60.1,63.0,80.4,99.1,23428.0,57.9,70.6,72.9,89.4
2021-10-28,Kearney County,NE,42.8,2779,50.8,52.8,68.7,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Dutchess County,NY,62.3,183313,70.5,71.7,85.3,97.6,200290.0,68.1,77.0,78.2,93.6
2021-10-28,Floyd County,IN,52.5,41231,61.6,63.5,91.3,98.7,44588.0,56.8,66.6,68.4,95.0
2021-10-28,Indiana County,PA,42.7,35919,48.3,50.2,78.7,94.5,41924.0,49.9,56.4,58.5,94.2
2021-10-28,McPherson County,KS,49.8,14215,58.3,61.2,84.6,93.6,15540.0,54.4,63.7,66.8,90.9
2021-10-28,Lake County,CA,52.7,33932,61.4,63.8,75.7,97.4,38512.0,59.8,69.7,72.1,83.7
2021-10-28,Dickinson County,KS,47.5,8768,55.6,59.4,75.2,93.6,9593.0,51.9,60.9,64.7,80.0
2021-10-28,Monona County,IA,49.8,4289,57.8,61.5,82.4,97.5,4499.0,52.2,60.6,64.2,85.7
2021-10-28,Wicomico County,MD,49.9,51747,58.4,60.5,87.2,98.7,56583.0,54.6,63.9,66.0,92.2
2021-10-28,Mecklenburg County,VA,40.5,12386,46.0,48.3,63.2,82.7,13942.0,45.6,51.8,54.0,68.2
2021-10-28,Comerio Municipio,PR,60.6,11299,67.9,67.8,65.2,95.8,13191.0,70.7,79.3,78.8,74.4
2021-10-28,Pulaski County,VA,40.8,13882,46.0,47.2,62.0,82.7,15758.0,46.3,52.2,53.4,66.8
2021-10-28,Buffalo County,NE,36.2,17969,42.9,44.0,51.0,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Clinton County,OH,42.0,17647,49.3,52.0,79.9,98.7,18777.0,44.7,52.5,55.1,82.7
2021-10-28,Saline County,AR,44.0,53876,51.6,52.7,60.1,90.3,62033.0,50.7,59.4,60.2,66.4
2021-10-28,Madison County,OH,45.6,20387,52.4,54.2,80.1,98.7,21492.0,48.0,55.2,57.0,83.0
2021-10-28,Ray County,MO,35.8,8236,41.8,43.7,59.5,91.2,9074.0,39.4,46.1,48.0,64.0
2021-10-28,Sedgwick County,CO,46.7,1050,53.1,56.7,82.1,97.4,1136.0,50.5,57.5,61.4,87.5
2021-10-28,Maricao Municipio,PR,61.6,3345,69.1,68.9,67.2,95.8,3690.0,68.0,76.2,75.7,74.5
2021-10-28,Union County,GA,14.0,3425,15.5,15.8,14.7,57.9,3669.0,15.0,16.5,16.8,15.9
2021-10-28,Randolph County,WV,28.5,8176,32.5,33.7,50.8,60.0,9808.0,34.2,39.0,40.1,57.4
2021-10-28,Waushara County,WI,40.4,9871,45.7,47.5,69.3,97.0,10527.0,43.1,48.7,50.4,71.9
2021-10-28,Delaware County,PA,65.6,371523,76.6,77.3,94.7,94.5,466356.0,82.3,96.2,97.3,99.9
2021-10-28,Hettinger County,ND,35.0,875,42.6,45.8,75.5,95.4,999.0,40.0,48.7,52.3,83.3
2021-10-28,Cape Girardeau County,MO,44.1,34753,51.2,53.3,80.3,91.2,39042.0,49.5,57.6,59.7,87.0
2021-10-28,Caldwell Parish,LA,34.7,3438,40.8,43.4,70.8,96.7,3832.0,38.6,45.5,48.2,77.3
2021-10-28,Kanawha County,WV,31.5,56192,36.3,37.3,49.6,60.0,74760.0,42.0,48.2,49.1,59.3
2021-10-28,Tuscaloosa County,AL,38.9,81376,45.3,46.5,72.5,92.6,96853.0,46.3,53.9,55.3,82.6
2021-10-28,Talladega County,AL,32.8,26220,37.9,39.8,61.3,92.6,32049.0,40.1,46.3,48.4,70.2
2021-10-28,Hardin County,IL,36.0,1375,40.3,43.0,65.3,97.8,1682.0,44.0,49.3,52.2,76.0
2021-10-28,Lincoln County,ID,34.0,1823,0.0,46.8,76.4,97.6,2063.0,38.4,0.0,52.9,82.6
2021-10-28,Grant County,IN,38.5,25323,44.5,46.9,77.0,98.7,27243.0,41.4,47.9,50.3,79.6
2021-10-28,Pike County,OH,39.3,10909,46.2,48.9,72.2,98.7,11968.0,43.1,50.6,53.3,76.0
2021-10-28,Lyman County,SD,52.8,1997,65.9,68.4,80.4,96.4,2441.0,64.6,80.5,82.3,92.5
2021-10-28,Danville city,VA,33.4,13375,39.0,41.3,59.2,82.7,15595.0,38.9,45.4,47.7,65.2
2021-10-28,Beltrami County,MN,52.1,24580,62.9,64.2,91.1,94.5,28875.0,61.2,73.8,75.3,98.4
2021-10-28,Hardy County,WV,24.4,3355,28.1,29.6,40.2,60.0,3870.0,28.1,32.4,33.8,43.9
2021-10-28,Pender County,NC,45.5,28688,53.1,55.4,77.0,97.3,34502.0,54.7,63.9,66.5,90.4
2021-10-28,Pittsburg County,OK,40.0,17462,46.9,49.1,65.6,93.9,20601.0,47.2,55.3,57.8,73.1
2021-10-28,Volusia County,FL,54.1,299409,61.1,62.8,85.2,98.7,338863.0,61.2,69.2,71.1,94.9
2021-10-28,Jefferson County,KY,60.8,466268,71.3,72.8,85.7,94.4,539951.0,70.4,82.5,84.1,97.9
2021-10-28,Carbon County,UT,41.3,8454,49.4,52.3,76.8,97.5,9897.0,48.4,57.9,60.8,86.6
2021-10-28,Garfield County,UT,49.4,2493,57.1,61.4,70.6,97.5,2888.0,57.2,66.2,70.7,78.2
2021-10-28,Custer County,NE,34.9,3760,41.4,44.5,67.9,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Perry County,KY,56.1,14442,66.3,69.0,88.1,94.4,16368.0,63.5,75.2,77.8,94.8
2021-10-28,Smith County,MS,30.2,4812,35.4,37.1,50.2,98.3,5565.0,35.0,41.0,42.7,54.1
2021-10-28,Gray County,TX,35.7,7804,42.9,45.6,70.2,99.1,8842.0,40.4,48.6,51.4,76.7
2021-10-28,Summers County,WV,17.9,2256,19.9,19.2,23.9,60.0,2758.0,21.9,24.3,23.4,27.9
2021-10-28,Duchesne County,UT,36.8,7334,47.4,50.8,80.0,97.5,9115.0,45.7,58.7,62.3,92.1
2021-10-28,Scotland County,MO,23.8,1167,29.7,31.8,54.3,91.2,1339.0,27.3,34.0,36.4,61.7
2021-10-28,Caguas Municipio,PR,71.6,89161,80.2,80.4,79.9,95.8,99142.0,79.6,89.1,89.1,89.0
2021-10-28,Clark County,WI,33.6,11696,41.8,45.6,75.6,97.0,12307.0,35.4,43.9,47.9,77.0
2021-10-28,Woodward County,OK,34.2,6909,40.7,43.2,71.9,93.9,7922.0,39.2,46.7,49.4,81.2
2021-10-28,Norton city,VA,30.9,1232,36.2,37.8,54.7,82.7,1583.0,39.8,46.4,47.6,66.5
2021-10-28,Holmes County,OH,16.5,7251,20.6,23.0,49.4,98.7,7665.0,17.4,21.8,24.3,50.8
2021-10-28,Williamson County,TN,58.5,139588,70.0,73.4,95.8,97.9,152850.0,64.1,76.7,79.8,99.9
2021-10-28,Kiowa County,CO,34.1,479,40.8,43.5,67.9,97.4,505.0,35.9,43.1,45.5,67.9
2021-10-28,Dane County,WI,73.8,403309,85.2,86.0,99.9,97.0,427024.0,78.1,90.2,90.7,99.9
2021-10-28,Bowie County,TX,34.2,31883,40.5,42.9,65.8,99.1,37955.0,40.7,48.2,50.9,74.3
2021-10-28,Camden County,NJ,59.6,301747,69.9,71.5,80.3,93.6,343445.0,67.8,79.6,81.4,92.4
2021-10-28,Moore County,TX,39.2,8211,50.0,55.0,73.5,99.1,10589.0,50.6,64.4,70.6,84.6
2021-10-28,Obion County,TN,35.6,10718,41.5,44.3,70.8,97.9,12576.0,41.8,48.7,51.8,77.6
2021-10-28,Lavaca County,TX,38.9,7831,45.6,49.2,72.9,99.1,8589.0,42.6,50.0,53.8,77.1
2021-10-28,Shelby County,AL,32.2,70015,37.7,38.9,48.8,92.6,86206.0,39.6,46.4,47.8,57.3
2021-10-28,Niobrara County,WY,26.3,620,30.0,31.7,58.9,96.4,690.0,29.3,33.4,35.2,64.4
2021-10-28,Brookings County,SD,44.2,15499,51.5,52.1,79.4,96.4,17788.0,50.7,59.1,59.7,90.8
2021-10-28,Putnam County,WV,17.2,9693,19.9,20.4,28.8,60.0,13606.0,24.1,27.9,28.4,35.3
2021-10-28,Somerset County,ME,55.2,27884,62.5,64.8,85.0,96.5,29795.0,59.0,66.8,69.0,89.4
2021-10-28,Cheboygan County,MI,51.9,13129,57.7,60.0,78.0,97.9,13857.0,54.8,60.8,63.4,81.5
2021-10-28,St. Louis County,MO,55.9,555648,65.2,66.2,84.3,91.2,633128.0,63.7,74.3,75.2,93.6
2021-10-28,Marshall County,MS,47.1,16611,54.5,56.4,80.6,98.3,19425.0,55.0,63.7,65.5,88.5
2021-10-28,Mesa County,CO,44.3,68337,51.4,53.4,78.1,97.4,74776.0,48.5,56.2,58.4,84.4
2021-10-28,Montgomery County,IL,40.6,11538,46.7,48.6,73.6,97.8,14584.0,51.3,59.0,60.9,87.0
2021-10-28,Fulton County,OH,47.5,20030,56.0,59.1,85.0,98.7,21337.0,50.7,59.7,62.9,88.1
2021-10-28,Coffee County,GA,27.8,12009,33.2,34.7,50.1,57.9,14173.0,32.8,39.2,40.6,54.8
2021-10-28,Stokes County,NC,41.5,18938,47.0,48.9,69.0,97.3,21938.0,48.1,54.4,56.6,78.1
2021-10-28,Wayne County,OH,40.6,47028,48.3,51.0,78.2,98.7,49634.0,42.9,51.0,53.7,80.6
2021-10-28,Stanislaus County,CA,49.9,274706,60.6,63.0,79.1,97.4,392771.0,71.3,86.5,90.2,99.9
2021-10-28,Pennington County,MN,45.6,6437,53.7,55.1,75.2,94.5,6719.0,47.6,0.0,0.0,0.0
2021-10-28,Johnson County,NE,49.3,2499,56.0,58.3,74.7,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Person County,NC,50.2,19842,57.9,60.2,81.3,97.3,22874.0,57.9,66.8,69.3,91.4
2021-10-28,Walthall County,MS,36.2,5174,42.3,44.2,62.1,98.3,5908.0,41.4,48.3,50.0,65.2
2021-10-28,Putnam County,GA,13.5,2990,15.5,15.1,13.5,57.9,3350.0,15.1,17.3,16.7,15.6
2021-10-28,Warren County,NJ,60.5,63657,68.5,71.1,92.5,93.6,73369.0,69.7,79.0,81.9,99.9
2021-10-28,Clearwater County,MN,37.5,3305,44.7,47.4,77.5,94.5,3587.0,40.7,48.5,51.5,82.7
2021-10-28,Noble County,OH,38.7,5586,44.2,46.1,45.3,98.7,5931.0,41.1,47.0,48.7,46.6
2021-10-28,Arapahoe County,CO,59.4,389928,69.8,70.7,83.6,97.4,416063.0,63.4,74.4,75.5,88.8
2021-10-28,Glades County,FL,30.3,4184,33.2,33.8,43.9,98.7,4723.0,34.2,37.5,38.1,44.9
2021-10-28,Coweta County,GA,28.0,41644,33.1,34.4,51.5,57.9,45822.0,30.9,36.4,37.4,55.5
2021-10-28,Jenkins County,GA,22.0,1911,25.2,25.5,37.1,57.9,2163.0,24.9,28.5,28.6,38.3
2021-10-28,Bolivar County,MS,52.6,16099,63.0,65.5,90.8,98.3,18196.0,59.4,71.2,73.3,97.0
2021-10-28,Noxubee County,MS,49.8,5191,59.7,62.2,86.8,98.3,5761.0,55.3,66.3,68.5,91.6
2021-10-28,Otter Tail County,MN,44.2,25982,51.7,53.6,77.2,94.5,28412.0,48.4,56.5,58.7,83.3
2021-10-28,Jackson County,IL,41.6,23606,47.4,48.4,71.4,97.8,32094.0,56.6,64.4,65.5,89.6
2021-10-28,Malheur County,OR,41.5,12681,50.2,52.9,80.4,97.8,14176.0,46.4,56.1,58.8,86.0
2021-10-28,Humphreys County,TN,35.6,6616,41.3,43.8,69.8,97.9,7661.0,41.2,47.8,50.4,75.5
2021-10-28,Rains County,TX,32.3,4036,37.3,39.2,56.3,99.1,4613.0,36.9,42.6,44.8,62.0
2021-10-28,Uvalde County,TX,47.8,12791,58.2,61.0,81.1,99.1,14864.0,55.6,67.6,70.4,90.2
2021-10-28,Sublette County,WY,29.3,2880,34.2,36.2,52.7,96.4,3635.0,37.0,43.1,45.4,61.1
2021-10-28,Metcalfe County,KY,36.0,3624,42.6,45.2,63.9,94.4,4001.0,39.7,47.1,49.7,67.7
2021-10-28,Butler County,PA,57.7,108304,66.0,67.7,89.2,94.5,125622.0,66.9,76.5,78.6,99.9
2021-10-28,Clinton County,NY,65.7,52854,74.5,75.1,93.8,97.6,55216.0,68.6,77.8,78.4,97.7
2021-10-28,Boone County,IA,58.2,15266,67.0,68.6,93.3,97.5,16086.0,61.3,70.6,72.1,96.7
2021-10-28,Mercer County,IL,48.7,7525,56.1,58.3,81.0,97.8,9442.0,61.2,70.4,72.7,99.0
2021-10-28,Howard County,IA,47.3,4331,56.3,60.0,85.8,97.5,4568.0,49.9,59.4,63.0,89.8
2021-10-28,Teton County,WY,81.1,19020,92.0,92.9,87.8,96.4,21566.0,91.9,99.9,99.9,99.9
2021-10-28,Benton County,MS,45.7,3773,52.9,55.6,79.9,98.3,4306.0,52.1,60.4,63.1,85.4
2021-10-28,Bristol County,MA,57.5,324995,66.1,67.3,79.2,89.6,366477.0,64.8,74.5,75.6,90.4
2021-10-28,Custer County,OK,43.5,12602,52.2,54.2,82.4,93.9,14618.0,50.4,60.5,62.6,91.4
2021-10-28,Trousdale County,TN,32.5,3662,37.0,38.4,76.4,97.9,4134.0,36.6,41.7,43.3,82.4
2021-10-28,Rusk County,WI,37.3,5288,42.9,45.0,64.6,97.0,5646.0,39.8,45.8,48.0,68.4
2021-10-28,Mills County,IA,49.3,7455,57.8,59.9,82.2,97.5,8106.0,53.7,62.9,64.8,87.6
2021-10-28,Polk County,FL,50.4,365418,58.8,60.9,80.2,98.7,420055.0,58.0,67.6,69.9,90.9
2021-10-28,Randolph County,AR,35.5,6376,42.1,44.3,60.9,90.3,7772.0,43.3,51.2,53.5,71.7
2021-10-28,Ripley County,MO,25.9,3446,30.6,32.6,53.8,91.2,4043.0,30.4,35.9,38.1,59.3
2021-10-28,Genesee County,NY,54.0,30951,62.2,64.4,83.1,97.6,33029.0,57.7,66.3,68.6,88.9
2021-10-28,Ogle County,IL,46.9,23737,54.5,56.5,76.8,97.8,29609.0,58.5,67.9,70.3,91.2
2021-10-28,Comanche County,TX,41.3,5626,48.1,51.3,69.2,99.1,6280.0,46.1,53.7,57.1,74.9
2021-10-28,Carson County,TX,31.5,1865,36.8,40.1,58.9,99.1,2161.0,36.5,42.6,46.3,63.4
2021-10-28,Lucas County,IA,41.8,3594,49.3,52.5,72.9,97.5,3804.0,44.2,52.1,55.3,75.4
2021-10-28,Rush County,KS,46.1,1400,52.9,56.6,78.0,93.6,1535.0,50.6,58.0,61.7,82.1
2021-10-28,Union County,MS,35.7,10293,42.7,45.7,72.7,98.3,11460.0,39.8,47.6,50.6,76.2
2021-10-28,Doniphan County,KS,43.4,3295,50.1,52.6,83.2,93.6,3616.0,47.6,55.0,57.7,89.2
2021-10-28,Shoshone County,ID,37.9,4884,0.0,47.7,79.5,97.6,5359.0,41.6,0.0,52.3,84.3
2021-10-28,Humboldt County,IA,45.4,4338,53.4,57.1,75.7,97.5,4602.0,48.1,56.6,60.5,78.7
2021-10-28,Platte County,MO,49.5,51701,58.5,59.2,78.0,91.2,58207.0,55.7,65.8,66.5,85.8
2021-10-28,Webster County,MS,44.2,4282,51.9,56.0,91.9,98.3,4714.0,48.7,57.2,61.5,96.0
2021-10-28,LaSalle County,IL,46.2,50256,53.4,55.3,74.5,97.8,65282.0,60.1,69.4,71.6,95.3
2021-10-28,Escambia County,FL,48.1,153231,56.0,58.3,84.1,98.7,177885.0,55.9,65.0,67.7,95.9
2021-10-28,Bartow County,GA,16.5,17771,19.5,20.0,24.7,57.9,19487.0,18.1,21.4,21.7,26.1
2021-10-28,Elbert County,GA,19.6,3763,23.0,23.4,28.1,57.9,4103.0,21.4,25.1,25.4,29.6
2021-10-28,Brown County,KS,53.7,5138,64.8,66.3,88.0,93.6,5565.0,58.2,70.2,71.8,92.9
2021-10-28,Douglas County,MO,21.9,2890,25.5,27.3,38.7,91.2,3235.0,24.5,28.6,30.4,42.0
2021-10-28,Franklin County,ID,35.9,4976,0.0,52.0,83.5,97.6,5560.0,40.1,0.0,57.9,89.5
2021-10-28,Forsyth County,GA,22.8,55709,27.3,27.1,29.8,57.9,57797.0,23.7,28.4,27.7,32.7
2021-10-28,Avery County,NC,48.3,8473,53.2,55.2,78.0,97.3,10074.0,57.4,63.2,65.3,92.1
2021-10-28,Mahaska County,IA,39.7,8782,47.3,50.5,78.0,97.5,9390.0,42.5,50.5,53.9,80.7
2021-10-28,Taney County,MO,36.9,20617,42.6,44.3,59.4,91.2,23869.0,42.7,49.3,51.2,68.3
2021-10-28,Fremont County,IA,46.8,3258,54.7,57.9,84.3,97.5,3504.0,50.3,58.8,62.2,88.2
2021-10-28,Childress County,TX,43.8,3199,49.8,51.9,68.9,99.1,3429.0,46.9,53.4,55.4,72.1
2021-10-28,Burleson County,TX,44.0,8107,51.4,54.4,77.8,99.1,9103.0,49.4,57.7,60.8,84.7
2021-10-28,Collin County,TX,59.8,618725,71.3,73.1,85.5,99.1,693555.0,67.0,79.9,81.7,94.4
2021-10-28,Ventura County,CA,63.1,533911,73.7,75.1,86.4,97.4,602526.0,71.2,83.1,84.5,98.0
2021-10-28,Grimes County,TX,46.1,13308,53.8,56.4,78.1,99.1,15224.0,52.7,61.5,64.3,85.1
2021-10-28,Perry County,OH,36.5,13194,43.0,45.9,73.6,98.7,13879.0,38.4,45.3,48.2,77.2
2021-10-28,Hardin County,TN,36.6,9381,42.0,44.6,63.7,97.9,10701.0,41.7,47.9,50.6,69.6
2021-10-28,Ziebach County,SD,25.0,690,29.6,30.7,50.4,96.4,774.0,28.1,33.2,34.4,52.7
2021-10-28,Suffolk city,VA,45.7,42111,54.1,55.7,77.9,82.7,48214.0,52.3,62.0,63.6,85.1
2021-10-28,Hamilton County,NE,40.8,3801,48.4,50.5,71.5,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Washakie County,WY,36.9,2883,42.6,45.9,74.2,96.4,3189.0,40.9,47.1,50.5,79.0
2021-10-28,Clarke County,MS,50.9,7916,59.3,62.3,80.6,98.3,9050.0,58.2,67.7,71.1,86.2
2021-10-28,Manatee County,FL,55.5,223730,62.7,64.6,81.5,98.7,255820.0,63.4,71.7,73.7,91.9
2021-10-28,Phelps County,NE,35.2,3178,41.6,43.9,62.9,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Albany County,WY,47.7,18539,53.5,53.7,83.6,96.4,20960.0,53.9,60.5,60.6,90.2
2021-10-28,Simpson County,MS,40.1,10691,47.0,49.5,73.3,98.3,12272.0,46.0,53.9,56.4,78.7
2021-10-28,Reeves County,TX,42.0,6712,49.6,46.7,78.2,99.1,13638.0,85.4,99.9,53.5,82.0
2021-10-28,Lunenburg County,VA,45.0,5486,51.3,52.9,73.0,82.7,5992.0,49.1,56.0,57.7,78.0
2021-10-28,Polk County,TN,38.0,6404,43.2,46.1,70.4,97.9,7044.0,41.8,47.6,50.6,74.7
2021-10-28,Jefferson County,OK,37.8,2270,45.0,48.6,73.4,93.9,2629.0,43.8,52.1,56.2,83.3
2021-10-28,Peach County,GA,14.6,4018,16.9,16.4,15.3,57.9,4814.0,17.5,20.3,19.5,17.3
2021-10-28,Northampton County,VA,65.0,7611,74.6,76.6,89.1,82.7,8295.0,70.8,81.3,83.2,93.7
2021-10-28,Walworth County,SD,41.9,2279,49.7,53.1,77.0,96.4,2489.0,45.8,54.2,57.4,80.1
2021-10-28,Corson County,SD,31.5,1286,41.7,43.7,58.8,96.4,1598.0,39.1,51.9,53.5,65.3
2021-10-28,Calumet County,WI,50.5,25283,58.9,61.6,87.5,97.0,26586.0,53.1,61.9,64.5,90.3
2021-10-28,Dawson County,GA,13.2,3458,15.2,15.4,14.2,57.9,3681.0,14.1,16.2,16.4,17.3
2021-10-28,Schleicher County,TX,39.3,1099,45.8,48.2,71.0,99.1,1203.0,43.1,50.1,52.7,74.6
2021-10-28,Unknown County,WA,0.0,188496,0.0,0.0,0.0,96.1,240353.0,0.0,0.0,0.0,0.0
2021-10-28,Ouachita County,AR,48.5,11341,56.6,58.5,74.7,90.3,13138.0,56.2,65.6,67.5,81.6
2021-10-28,Lac qui Parle County,MN,52.5,3475,60.3,62.4,75.1,94.5,3611.0,54.5,62.6,64.7,78.6
2021-10-28,Greene County,MS,33.9,4610,38.6,40.6,56.1,98.3,5161.0,38.0,43.2,45.4,60.4
2021-10-28,Clinton County,KY,35.7,3644,41.7,44.5,62.0,94.4,4221.0,41.3,48.2,51.3,69.8
2021-10-28,Harrison County,TX,35.8,23849,42.7,45.2,65.8,99.1,27126.0,40.8,48.5,51.2,72.3
2021-10-28,Carlisle County,KY,37.2,1773,44.0,47.1,69.9,94.4,1947.0,40.9,48.3,51.8,73.8
2021-10-28,Richmond County,NY,62.8,299096,73.1,75.0,83.2,97.6,331133.0,69.5,81.0,82.8,90.3
2021-10-28,Walworth County,WI,48.4,50270,55.3,57.4,83.8,97.0,54367.0,52.3,59.8,62.0,88.8
2021-10-28,Morgan County,WV,5.5,990,6.2,6.5,7.4,60.0,1597.0,8.9,10.0,10.5,10.9
2021-10-28,Hall County,TX,39.9,1183,45.8,49.9,71.3,99.1,1319.0,44.5,51.0,55.5,76.1
2021-10-28,Alger County,MI,58.8,5356,64.8,66.7,83.0,97.9,5728.0,62.9,69.3,71.5,87.3
2021-10-28,Northwest Arctic Borough,AK,51.2,3901,68.6,70.0,85.3,96.7,4213.0,55.3,74.1,74.7,88.0
2021-10-28,Jayuya Municipio,PR,72.1,10021,80.9,80.0,77.9,95.8,10822.0,77.9,87.3,86.3,83.6
2021-10-28,Hunt County,TX,37.6,37030,44.5,46.6,69.1,99.1,42731.0,43.3,51.3,53.7,75.7
2021-10-28,Chittenden County,VT,64.7,105927,72.8,73.0,87.1,73.7,118571.0,72.4,81.4,81.6,93.1
2021-10-28,Merrick County,NE,39.1,3029,45.6,48.1,71.8,89.7,3111.0,40.1,0.0,0.0,0.0
2021-10-28,Hot Spring County,AR,38.8,13118,44.6,45.7,64.3,90.3,14888.0,44.1,50.6,51.7,70.1
2021-10-28,Kemper County,MS,40.1,3911,45.4,45.4,61.0,98.3,4399.0,45.2,51.0,50.7,65.2
2021-10-28,Unknown County,KY,0.0,136979,0.0,0.0,0.0,94.4,171133.0,0.0,0.0,0.0,0.0
2021-10-28,Petersburg Census Area,AK,67.0,2189,78.1,79.0,90.1,96.7,2317.0,70.9,82.6,83.7,94.0
2021-10-28,Tippah County,MS,37.9,8345,44.9,48.2,79.9,98.3,9518.0,43.2,51.2,54.6,85.1
2021-10-28,Avoyelles Parish,LA,40.9,16438,48.6,50.8,70.0,96.7,18950.0,47.2,56.0,58.3,75.1
2021-10-28,Bureau County,IL,46.1,15033,53.0,55.0,73.0,97.8,20136.0,61.7,71.0,73.4,93.1
2021-10-28,Bartholomew County,IN,53.9,45160,64.0,66.1,84.1,98.7,48194.0,57.5,68.3,70.2,87.0
2021-10-28,Laclede County,MO,33.7,12027,40.2,42.9,67.8,91.2,13628.0,38.1,45.5,48.4,74.0
2021-10-28,Chatham County,NC,50.5,37599,57.6,59.6,71.4,97.3,45034.0,60.5,69.0,71.3,85.4
2021-10-28,Pamlico County,NC,49.9,6355,55.1,57.4,80.1,97.3,7585.0,59.6,65.7,68.4,91.9
2021-10-28,Hidalgo County,TX,61.6,535155,78.3,80.2,86.1,99.1,626454.0,72.1,91.7,93.0,96.1
2021-10-28,Haakon County,SD,38.1,723,44.9,48.3,72.6,96.4,806.0,42.4,50.0,53.5,81.1
2021-10-28,Newberry County,SC,47.7,18333,55.4,57.4,83.0,93.9,20637.0,53.7,62.4,64.3,91.9
2021-10-28,Coffee County,TN,40.5,22907,48.1,51.4,82.3,97.9,26586.0,47.0,55.8,59.4,90.5
2021-10-28,Henry County,OH,48.9,13205,57.5,60.4,88.7,98.7,13643.0,50.5,59.4,62.2,90.9
2021-10-28,St. Joseph County,IN,53.4,145098,63.1,65.5,84.7,98.7,155195.0,57.1,67.5,69.8,87.9
2021-10-28,Chambers County,TX,41.1,18002,50.1,52.7,75.8,99.1,20922.0,47.7,58.2,61.1,85.4
2021-10-28,Fluvanna County,VA,56.9,15521,64.9,66.2,83.2,82.7,17144.0,62.9,71.7,73.0,90.2
2021-10-28,Unknown County,WI,0.0,101588,0.0,0.0,0.0,97.0,121353.0,0.0,0.0,0.0,0.0
2021-10-28,Anne Arundel County,MD,68.6,397485,80.6,81.6,94.8,98.7,433406.0,74.8,87.9,88.8,99.9
2021-10-28,Elko County,NV,35.9,18930,43.8,46.3,73.6,94.9,22357.0,42.4,51.8,54.1,83.0
2021-10-28,Meigs County,OH,39.4,9020,45.3,48.0,71.8,98.7,9948.0,43.4,50.0,52.6,75.5
2021-10-28,Lafayette Parish,LA,45.2,110533,53.8,55.7,80.9,96.7,123532.0,50.5,60.2,62.0,85.1
2021-10-28,Lanier County,GA,11.6,1210,13.9,13.9,18.7,57.9,1374.0,13.2,15.7,15.5,18.9
2021-10-28,Candler County,GA,19.6,2114,23.3,24.3,22.6,57.9,2318.0,21.5,25.6,26.3,23.5
2021-10-28,Denver County,CO,67.0,487237,77.0,77.6,81.7,97.4,525042.0,72.2,82.9,83.5,87.2
2021-10-28,Routt County,CO,68.4,17543,76.9,77.3,88.6,97.4,19031.0,74.2,83.3,83.7,95.8
2021-10-28,Dickson County,TN,42.6,22973,49.9,52.7,78.5,97.9,26385.0,48.9,57.3,60.2,85.3
