Date,County,State,Series_Complete_Pop_Pct,Fully_Vaccinated,Fully_Vaccinated_12+,Fully_Vaccinated_18+,Fully_Vaccinated_65+,Completeness_pct,Administered_Dose1_Recip,Partially_Vaccinated,Partially_Vaccinated_12+,Partially_Vaccinated_18+,Partially_Vaccinated_65+
2021-10-28,Itasca County,MN,49.6,22394,57.0,59.4,82.8,94.5,24414.0,54.1,62.1,64.7,87.6
2021-10-28,McClain County,OK,43.3,17527,51.5,54.9,78.6,93.9,20350.0,50.3,59.8,63.6,89.1
2021-10-28,Essex County,VT,34.9,2148,39.2,39.7,48.4,73.7,2491.0,40.4,45.5,46.1,57.2
2021-10-28,Fisher County,TX,32.6,1250,38.1,40.6,57.4,99.1,1448.0,37.8,44.1,46.9,61.8
2021-10-28,Sabana Grande Municipio,PR,74.5,16182,83.6,83.8,98.0,95.8,17723.0,81.6,91.5,91.5,99.9
2021-10-28,Alexander County,IL,26.0,1499,30.4,32.9,47.9,97.8,1930.0,33.5,39.1,41.9,58.9
2021-10-28,Swisher County,TX,35.8,2646,42.7,45.8,69.0,99.1,3024.0,40.9,48.7,52.1,76.3
2021-10-28,Breckinridge County,KY,39.7,8120,46.4,48.6,70.2,94.4,9021.0,44.1,51.5,53.8,74.9
2021-10-28,Adair County,MO,41.2,10435,46.6,48.0,75.9,91.2,11440.0,45.1,51.1,52.5,80.9
2021-10-28,Shenandoah County,VA,45.0,19638,52.1,54.3,73.2,82.7,22182.0,50.9,58.8,61.1,82.6
2021-10-28,Aitkin County,MN,54.2,8610,60.3,62.4,79.5,94.5,9178.0,57.8,64.2,66.3,82.3
2021-10-28,Dixie County,FL,31.0,5224,35.3,36.9,63.9,98.7,6771.0,40.2,45.7,47.8,74.1
2021-10-28,Champaign County,IL,53.9,113099,61.6,62.2,82.4,97.8,139918.0,66.7,76.1,76.8,92.9
2021-10-28,Dickens County,TX,30.4,672,34.3,36.0,57.7,99.1,755.0,34.1,38.4,40.2,62.9
2021-10-28,Woodford County,IL,46.7,17942,54.9,57.6,81.1,97.8,21031.0,54.7,64.3,67.3,92.2
2021-10-28,Rockingham County,NH,59.8,185089,67.7,69.0,84.6,94.1,224696.0,72.5,82.2,83.9,99.9
2021-10-28,Washington County,RI,70.7,88738,78.3,78.9,99.8,93.0,96010.0,76.5,84.7,85.4,99.9
2021-10-28,Jefferson Davis Parish,LA,33.1,10368,39.7,42.6,65.4,96.7,11499.0,36.7,44.0,47.1,70.1
2021-10-28,Unknown County,DC,0.0,21018,0.0,0.0,0.0,95.2,0.0,0.0,0.0,0.0,0.0
2021-10-28,Bosque County,TX,41.4,7730,47.8,50.7,68.4,99.1,8834.0,47.3,54.7,57.6,75.7
2021-10-28,Clallam County,WA,62.6,48388,70.4,72.0,84.5,96.1,51610.0,66.7,75.1,76.7,90.4
2021-10-28,Meagher County,MT,46.1,858,52.4,55.0,61.6,95.7,917.0,49.2,56.0,58.6,63.7
2021-10-28,Stewart County,GA,19.0,1255,20.5,20.3,41.4,57.9,1404.0,21.2,22.9,22.4,45.3
2021-10-28,Cooke County,TX,34.1,14080,40.5,43.1,66.5,99.1,16696.0,40.5,48.0,50.7,74.2
2021-10-28,Anchorage Municipality,AK,56.1,161436,66.9,68.7,88.6,96.7,184046.0,63.9,76.2,78.1,95.2
2021-10-28,Botetourt County,VA,46.3,15460,52.1,54.1,70.3,82.7,17636.0,52.8,59.4,61.7,78.9
2021-10-28,Nelson County,ND,63.7,1834,72.6,75.4,99.9,95.4,1985.0,68.9,78.5,81.4,99.9
2021-10-28,Middlesex County,CT,76.0,123467,84.9,86.1,97.1,98.3,134586.0,82.9,92.5,93.6,99.9
2021-10-28,Webster County,WV,31.0,2519,35.5,36.9,55.9,60.0,3012.0,37.1,42.4,43.9,62.5
2021-10-28,Clark County,KY,52.8,19159,61.9,64.0,78.3,94.4,21605.0,59.6,69.8,72.2,86.5
2021-10-28,Kennebec County,ME,63.4,77578,72.3,74.0,89.4,96.5,84360.0,69.0,78.7,80.5,96.6
2021-10-28,Wilkinson County,MS,57.6,4975,66.6,68.1,93.8,98.3,5554.0,64.4,74.2,75.3,99.9
2021-10-28,Effingham County,GA,22.6,14511,27.3,28.2,48.7,57.9,16341.0,25.4,30.7,31.4,51.6
2021-10-28,St. Thomas Island,VI,0.0,19644,0.0,0.0,0.0,85.8,22147.0,0.0,0.0,0.0,0.0
2021-10-28,Washington County,VT,41.0,23964,46.5,46.7,56.3,73.7,26761.0,45.8,51.9,52.2,59.8
2021-10-28,Hughes County,SD,62.7,10981,75.2,78.3,95.4,96.4,12456.0,71.1,85.3,88.5,99.9
2021-10-28,Norfolk city,VA,48.0,116438,55.7,56.4,79.2,82.7,131659.0,54.2,62.9,63.6,87.0
2021-10-28,Greene County,TN,42.0,29033,47.8,49.8,73.7,97.9,32353.0,46.8,53.2,55.3,78.5
2021-10-28,Elbert County,CO,33.3,8906,38.1,39.8,54.0,97.4,9585.0,35.9,41.0,42.9,57.8
2021-10-28,Coleman County,TX,33.9,2769,38.9,41.7,63.8,99.1,3094.0,37.8,43.5,46.6,68.7
2021-10-28,Macon County,GA,19.5,2528,22.2,22.1,26.0,57.9,2849.0,22.0,0.0,0.0,0.0
2021-10-28,Jasper County,MO,43.0,52181,51.4,53.9,79.3,91.2,58614.0,48.3,57.8,60.3,85.9
2021-10-28,Creek County,OK,38.6,27610,45.5,48.1,67.7,93.9,31980.0,44.7,52.7,55.6,76.9
2021-10-28,King William County,VA,47.6,8165,55.8,58.1,85.2,82.7,8976.0,52.3,61.3,63.6,90.0
2021-10-28,Marshall County,OK,39.7,6719,46.6,49.2,68.2,93.9,8285.0,48.9,57.5,60.5,81.3
2021-10-28,Lincoln County,SD,50.3,30744,61.7,64.3,77.6,96.4,36934.0,60.4,74.2,76.1,96.8
2021-10-28,Cedar County,MO,29.3,4203,34.7,37.5,56.3,91.2,4703.0,32.8,38.8,41.9,60.8
2021-10-28,Marion County,WV,9.0,5022,10.3,10.2,15.4,60.0,8181.0,14.6,16.8,16.6,21.4
2021-10-28,Williams County,OH,40.7,14944,47.5,50.4,81.9,98.7,15824.0,43.1,50.3,53.3,85.4
2021-10-28,Martin County,NC,47.2,10600,54.5,56.9,76.1,97.3,12258.0,54.6,63.0,65.5,84.3
2021-10-28,York County,VA,52.3,35707,61.3,63.2,84.8,82.7,40450.0,59.2,69.4,71.3,91.5
2021-10-28,Williamson County,TX,59.7,352333,71.4,73.0,89.5,99.1,396708.0,67.2,80.4,81.9,98.9
2021-10-28,Deaf Smith County,TX,38.0,7045,47.9,51.1,73.5,99.1,8059.0,43.5,54.7,58.3,81.6
2021-10-28,Rice County,MN,56.4,37781,65.6,66.8,96.6,94.5,40332.0,60.2,70.0,71.3,99.9
2021-10-28,Marion County,MS,40.6,9976,47.6,50.0,70.9,98.3,11324.0,46.1,54.1,56.3,75.8
2021-10-28,Cuming County,NE,47.2,4178,56.0,58.4,66.2,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,McKean County,PA,35.7,14523,40.9,43.0,58.6,94.5,24266.0,59.7,68.3,70.6,95.3
2021-10-28,Stoddard County,MO,36.0,10455,41.9,44.4,67.3,91.2,11796.0,40.6,47.3,50.0,73.3
2021-10-28,Madison County,AL,53.5,199448,62.3,64.1,85.8,92.6,238751.0,64.0,74.6,76.5,95.9
2021-10-28,Prairie County,AR,38.4,3094,44.5,46.0,54.4,90.3,3765.0,46.7,54.2,55.7,64.5
2021-10-28,Ashley County,AR,45.0,8855,52.8,54.9,74.8,90.3,10201.0,51.9,60.8,63.0,81.8
2021-10-28,Lake County,OR,36.5,2870,41.7,44.0,65.2,97.8,3077.0,39.1,44.7,47.0,68.6
2021-10-28,Cumberland County,NJ,43.9,65637,52.1,53.9,63.9,93.6,82547.0,55.2,65.5,68.1,84.0
2021-10-28,Franklin County,VA,40.3,22610,45.7,47.5,66.6,82.7,25532.0,45.6,51.6,53.6,71.7
2021-10-28,San Luis Obispo County,CA,53.4,151170,60.2,60.8,75.4,97.4,172706.0,61.0,68.7,69.2,84.7
2021-10-28,Red Lake County,MN,48.3,1958,57.4,59.7,77.8,94.5,2207.0,54.4,64.6,67.0,87.5
2021-10-28,Johnson County,TN,33.7,6002,37.8,39.5,59.8,97.9,6958.0,39.1,43.8,45.5,66.0
2021-10-28,Lee County,VA,45.6,10672,51.6,53.9,68.1,82.7,12225.0,52.2,59.1,61.4,76.1
2021-10-28,Van Zandt County,TX,33.4,18919,39.1,41.9,64.4,99.1,21491.0,38.0,44.4,47.5,70.3
2021-10-28,Berrien County,GA,18.5,3586,21.8,23.0,35.2,57.9,3797.0,19.6,0.0,0.0,0.0
2021-10-28,Nevada County,AR,38.1,3147,44.6,46.9,55.8,90.3,4108.0,49.8,58.2,60.5,75.1
2021-10-28,Hamilton County,IN,64.6,218285,77.8,80.0,96.9,98.7,230613.0,68.2,82.2,84.1,99.9
2021-10-28,Hampshire County,MA,59.1,94974,64.6,64.1,87.7,89.6,107436.0,66.8,73.0,72.5,99.9
2021-10-28,Chenango County,NY,55.0,25957,63.5,65.7,81.8,97.6,27614.0,58.5,67.5,69.8,86.5
2021-10-28,Cotton County,OK,44.2,2507,51.6,53.6,76.2,93.9,2962.0,52.3,61.0,63.3,88.1
2021-10-28,Jefferson County,IN,51.2,16557,59.2,61.7,93.6,98.7,17645.0,54.6,63.0,65.6,95.9
2021-10-28,Palo Alto County,IA,46.4,4119,54.5,58.2,82.2,97.5,4342.0,48.9,57.5,61.2,84.5
2021-10-28,Hardin County,TX,34.0,19611,40.5,43.1,69.8,99.1,22602.0,39.2,46.7,49.6,76.5
2021-10-28,San Miguel County,CO,74.4,6089,83.4,83.3,78.8,97.4,6839.0,83.6,93.6,93.0,84.6
2021-10-28,Lincoln County,NM,53.4,10454,60.6,63.2,77.5,97.2,11960.0,61.1,69.4,72.1,87.1
2021-10-28,Deuel County,SD,40.7,1771,48.1,51.0,71.6,96.4,1916.0,44.0,0.0,0.0,0.0
2021-10-28,Daviess County,MO,29.1,2407,34.6,37.3,51.3,91.2,2613.0,31.6,37.6,40.4,55.0
2021-10-28,Utuado Municipio,PR,66.0,18081,74.0,73.9,82.2,95.8,20062.0,73.2,82.1,81.9,89.8
2021-10-28,Juneau County,WI,47.4,12643,54.3,56.5,83.8,97.0,13805.0,51.7,59.3,61.5,87.0
2021-10-28,Thayer County,NE,42.7,2138,50.4,53.6,75.4,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Sullivan County,IN,45.7,9437,52.1,54.5,79.9,98.7,10183.0,49.3,56.3,58.4,82.5
2021-10-28,Ceiba Municipio,PR,66.5,7248,74.5,74.6,81.1,95.8,7957.0,73.0,81.8,81.8,90.1
2021-10-28,Saluda County,SC,27.8,5684,32.3,33.9,41.4,93.9,6779.0,33.1,38.5,40.0,45.3
2021-10-28,Quitman County,MS,46.6,3162,54.8,57.1,73.9,98.3,3665.0,54.0,63.5,65.6,78.9
2021-10-28,Tulsa County,OK,54.4,354143,65.4,67.4,89.1,93.9,413374.0,63.4,76.3,78.6,99.9
2021-10-28,Lemhi County,ID,40.9,3280,0.0,50.2,68.2,97.6,3630.0,45.2,0.0,55.6,73.8
2021-10-28,Madison County,VA,50.4,6677,57.6,59.4,74.8,82.7,7444.0,56.1,64.2,66.2,82.2
2021-10-28,Hormigueros Municipio,PR,72.4,11229,81.1,82.1,97.9,95.8,12116.0,78.1,87.5,88.4,99.9
2021-10-28,Lawrence County,SD,49.4,12766,55.6,57.1,79.7,96.4,14588.0,56.4,63.5,64.7,87.3
2021-10-28,Benton County,WA,49.9,102041,60.6,63.2,81.9,96.1,112072.0,54.8,66.5,69.2,86.3
2021-10-28,Camas County,ID,37.6,416,0.0,48.3,57.8,97.6,451.0,40.8,0.0,52.3,59.6
2021-10-28,Parker County,TX,40.7,58085,48.4,51.2,76.2,99.1,65285.0,45.7,54.4,57.4,82.8
2021-10-28,Republic County,KS,47.4,2196,55.4,58.5,74.9,93.6,2329.0,50.2,58.8,61.9,77.0
2021-10-28,Chase County,KS,40.9,1082,46.9,48.9,60.7,93.6,1152.0,43.5,49.9,51.9,62.7
2021-10-28,Ascension Parish,LA,45.2,57174,54.7,57.2,82.7,96.7,63764.0,50.4,61.0,63.5,86.7
2021-10-28,Juana Diaz Municipio,PR,64.4,28756,72.2,71.8,65.8,95.8,32288.0,72.3,81.0,80.4,75.3
2021-10-28,Darlington County,SC,43.4,28900,50.5,53.2,77.6,93.9,32955.0,49.5,57.6,60.5,85.9
2021-10-28,Hawaii County,HI,0.0,58,0.0,0.0,0.0,100.0,94.0,0.0,0.1,0.1,0.0
2021-10-28,Mason County,IL,43.6,5824,50.1,53.1,72.0,97.8,7352.0,55.0,63.3,66.9,88.8
2021-10-28,Harrison County,IA,47.1,6624,55.4,58.3,85.8,97.5,7238.0,51.5,60.5,63.2,90.9
2021-10-28,Terrebonne Parish,LA,40.1,44299,48.1,51.2,79.4,96.7,52275.0,47.3,56.8,60.0,84.8
2021-10-28,Allendale County,SC,51.9,4512,59.1,61.4,73.9,93.9,5231.0,60.2,68.5,70.7,81.5
2021-10-28,Richmond city,VA,40.8,93981,46.5,47.4,61.0,82.7,105417.0,45.7,52.1,52.9,66.3
2021-10-28,Adair County,OK,29.4,6521,35.8,37.9,59.0,93.9,9134.0,41.2,50.1,52.8,75.7
2021-10-28,Del Norte County,CA,37.2,10357,43.1,44.7,67.4,97.4,12052.0,43.3,50.2,51.8,76.2
2021-10-28,Boulder County,CO,69.8,227676,78.7,79.1,93.0,97.4,242629.0,74.4,83.8,84.4,97.6
2021-10-28,Greenwood County,KS,45.2,2702,52.4,55.6,79.2,93.6,2905.0,48.6,56.4,59.4,82.1
2021-10-28,Pershing County,NV,32.5,2187,36.6,37.7,48.3,94.9,2532.0,37.7,42.4,43.5,52.0
2021-10-28,Lexington County,SC,48.8,145823,57.2,59.1,81.3,93.9,165179.0,55.3,64.8,66.7,90.1
2021-10-28,Wayne County,MI,48.5,848802,57.5,59.7,78.1,97.9,929381.0,53.1,63.0,65.6,84.4
2021-10-28,Edmunds County,SD,40.6,1555,47.8,50.4,76.3,96.4,1781.0,46.5,54.8,57.6,85.2
2021-10-28,Kenton County,KY,63.0,105160,74.7,77.4,97.4,94.4,118674.0,71.1,84.3,87.0,99.9
2021-10-28,Crook County,OR,46.3,11297,53.4,55.7,78.2,97.8,12289.0,50.4,58.0,60.4,82.2
2021-10-28,Grayson County,KY,45.9,12125,54.1,56.7,83.4,94.4,13588.0,51.4,60.6,63.4,91.2
2021-10-28,Cumberland County,TN,42.9,25938,48.3,50.6,75.7,97.9,28630.0,47.3,53.3,55.7,81.4
2021-10-28,Juncos Municipio,PR,66.1,25206,74.1,73.2,67.7,95.8,27480.0,72.0,80.7,79.7,73.0
2021-10-28,Sevier County,UT,36.7,7935,44.9,48.0,76.5,97.5,9364.0,43.3,53.0,56.3,85.5
2021-10-28,Teller County,CO,49.3,12523,55.1,56.7,77.1,97.4,13111.0,51.6,57.6,59.3,80.7
2021-10-28,Smyth County,VA,43.8,13192,49.7,51.6,68.2,82.7,15160.0,50.4,57.1,59.2,76.5
2021-10-28,Daviess County,IN,30.1,10049,37.5,41.1,68.6,98.7,10890.0,32.7,40.7,44.4,70.6
2021-10-28,Swain County,NC,48.8,6960,57.3,58.4,82.1,97.3,8337.0,58.4,68.7,69.4,91.1
2021-10-28,Habersham County,GA,19.2,8711,22.4,23.0,26.3,57.9,9399.0,20.7,24.2,24.6,28.5
2021-10-28,Cleveland County,AR,47.3,3766,54.3,56.7,69.1,90.3,4355.0,54.7,62.8,65.0,74.8
2021-10-28,Toole County,MT,41.3,1956,48.2,50.5,68.0,95.7,2086.0,44.0,51.4,53.7,70.4
2021-10-28,Rosebud County,MT,73.1,6533,90.6,91.1,99.9,95.7,7644.0,85.5,99.9,99.9,99.9
2021-10-28,Tangipahoa Parish,LA,41.3,55616,49.5,51.9,81.9,96.7,63525.0,47.1,56.6,58.9,86.3
2021-10-28,Arroyo Municipio,PR,65.9,11354,73.8,73.8,76.1,95.8,12518.0,72.6,81.4,81.1,83.8
2021-10-28,Presque Isle County,MI,56.5,7117,62.6,65.5,84.1,97.9,7397.0,58.7,65.0,68.2,87.0
2021-10-28,Hill County,MT,53.5,8815,66.5,65.9,87.1,95.7,10229.0,62.1,77.1,76.3,95.2
2021-10-28,Monroe County,AR,49.3,3305,57.4,58.2,66.6,90.3,4030.0,60.1,70.0,70.9,79.5
2021-10-28,Winchester city,VA,41.1,11548,48.4,50.1,67.9,82.7,13739.0,48.9,57.5,58.8,76.5
2021-10-28,St. Johns County,FL,63.1,166914,72.9,74.7,95.5,98.7,181835.0,68.7,79.4,81.3,99.9
2021-10-28,Polk County,MN,45.4,14247,54.3,56.7,78.5,94.5,15791.0,50.3,60.1,62.6,86.2
2021-10-28,Pleasants County,WV,13.7,1025,15.6,15.7,21.2,60.0,1364.0,18.3,20.7,20.9,27.2
2021-10-28,Buena Vista city,VA,36.8,2384,42.7,44.6,64.1,82.7,2659.0,41.0,47.7,49.6,67.8
2021-10-28,Emmet County,IA,46.3,4259,52.8,55.9,79.4,97.5,4684.0,50.9,58.1,61.3,84.5
2021-10-28,Lyon County,IA,37.2,4371,45.5,50.0,80.0,97.5,4673.0,39.8,48.6,53.2,81.8
2021-10-28,Hale County,TX,37.6,12570,45.6,48.7,73.9,99.1,14094.0,42.2,51.1,54.3,79.7
2021-10-28,Fairfield County,OH,50.8,79993,59.9,62.1,85.3,98.7,84557.0,53.7,63.3,65.5,88.8
2021-10-28,Fulton County,KY,51.3,3063,60.0,63.8,99.9,94.4,3569.0,59.8,69.8,74.0,99.9
2021-10-28,Chickasaw County,IA,49.7,5936,58.7,62.6,85.0,97.5,6250.0,52.4,61.8,65.7,88.1
2021-10-28,Ouachita Parish,LA,40.3,61841,48.2,50.6,77.8,96.7,69959.0,45.6,54.6,56.9,82.0
2021-10-28,Maverick County,TX,69.8,40989,88.0,87.2,87.6,99.1,54078.0,92.1,99.9,99.9,99.9
2021-10-28,Floyd County,TX,41.0,2340,49.3,53.7,75.3,99.1,2602.0,45.6,54.9,59.4,81.1
2021-10-28,Buffalo County,WI,45.7,5949,52.6,54.3,78.2,97.0,6375.0,48.9,56.3,58.0,82.2
2021-10-28,Armstrong County,TX,35.3,667,41.9,44.9,64.9,99.1,786.0,41.7,49.3,52.5,71.5
2021-10-28,Loup County,NE,26.8,178,31.1,32.4,39.7,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Traverse County,MN,55.4,1804,64.2,66.7,90.3,94.5,1933.0,59.3,68.8,71.3,95.8
2021-10-28,Unknown County,WY,0.0,9067,0.0,0.0,0.0,96.4,10153.0,0.0,0.0,0.0,0.0
2021-10-28,Payette County,ID,27.3,6541,0.0,36.8,65.3,97.6,7356.0,30.7,0.0,41.4,70.3
2021-10-28,Kent County,MD,62.0,12039,68.9,70.3,92.4,98.7,13186.0,67.9,75.4,76.8,98.9
2021-10-28,Riley County,KS,34.1,25314,38.6,38.0,84.8,93.6,27484.0,37.0,41.9,41.2,89.1
2021-10-28,Spokane County,WA,54.3,283918,63.6,65.5,86.9,96.1,311309.0,59.5,69.7,71.7,91.6
2021-10-28,Pierce County,WA,56.2,509018,66.8,68.2,85.3,96.1,562412.0,62.1,73.8,75.1,92.7
2021-10-28,Greene County,AR,38.7,17536,46.0,47.9,68.3,90.3,20104.0,44.4,52.7,54.6,73.9
2021-10-28,Roane County,TN,40.0,21349,45.3,47.5,65.0,97.9,23861.0,44.7,50.6,52.9,69.1
2021-10-28,Atascosa County,TX,44.4,22701,54.1,56.1,72.6,99.1,26224.0,51.3,62.5,64.7,81.8
2021-10-28,Fayette County,KY,65.0,209981,75.5,76.9,95.0,94.4,248828.0,77.0,89.5,90.7,99.9
2021-10-28,Blue Earth County,MN,53.8,36365,61.9,63.0,96.0,94.5,38847.0,57.4,66.1,67.3,99.6
2021-10-28,Oneida County,ID,35.6,1611,0.0,49.4,74.3,97.6,1842.0,40.7,0.0,56.5,78.8
2021-10-28,Lauderdale County,MS,45.5,33757,53.7,56.3,78.0,98.3,38639.0,52.1,61.5,64.1,84.6
2021-10-28,Edgar County,IL,38.5,6604,44.1,46.4,69.0,97.8,8494.0,49.5,56.7,59.6,86.7
2021-10-28,Kingfisher County,OK,41.1,6474,49.8,53.0,75.1,93.9,7714.0,48.9,59.3,63.2,86.0
2021-10-28,Beaverhead County,MT,49.5,4680,55.6,57.2,86.7,95.7,4979.0,52.7,59.2,60.5,89.0
2021-10-28,Union County,SD,45.1,7183,53.6,56.3,70.9,96.4,8296.0,52.1,61.9,64.7,84.8
2021-10-28,Klamath County,OR,46.1,31441,53.9,56.2,76.0,97.8,34632.0,50.8,59.4,61.7,81.0
2021-10-28,St. James Parish,LA,45.2,9538,53.3,55.6,68.5,96.7,11577.0,54.9,64.7,67.0,88.9
2021-10-28,Sawyer County,WI,53.7,8886,61.3,63.0,86.5,97.0,9782.0,59.1,67.5,68.7,94.1
2021-10-28,Bacon County,GA,13.1,1461,15.7,16.8,14.6,57.9,1585.0,14.2,0.0,0.0,0.0
2021-10-28,Lake and Peninsula Borough,AK,50.9,811,63.2,64.8,69.9,96.7,922.0,57.9,71.9,73.2,75.4
2021-10-28,Bonneville County,ID,42.1,50104,0.0,60.4,82.7,97.6,55659.0,46.7,0.0,67.0,89.2
2021-10-28,Kiowa County,OK,46.7,4069,55.8,58.9,86.3,93.9,4682.0,53.8,64.2,67.6,99.6
2021-10-28,Goshen County,WY,34.7,4587,39.8,41.7,67.2,96.4,4984.0,37.7,43.3,45.1,69.7
2021-10-28,Douglas County,CO,64.7,227291,76.2,77.9,93.6,97.4,242195.0,69.0,81.1,83.0,99.6
2021-10-28,Baker County,OR,66.3,10690,76.4,80.5,99.9,97.8,13155.0,81.6,94.0,98.9,99.9
2021-10-28,Catano Municipio,PR,64.6,14928,72.4,72.0,67.5,95.8,17035.0,73.7,82.6,81.8,78.7
2021-10-28,Bottineau County,ND,44.3,2783,51.4,54.1,78.9,95.4,3129.0,49.8,57.7,60.2,85.7
2021-10-28,Troup County,GA,21.4,14983,25.5,26.3,42.8,57.9,15615.0,22.3,0.0,0.0,0.0
2021-10-28,Davidson County,TN,57.1,396554,66.8,68.3,85.1,97.9,444741.0,64.1,74.9,76.2,91.6
2021-10-28,Loudon County,TN,57.8,31265,66.1,69.4,92.0,97.9,34560.0,63.9,73.0,76.4,97.8
2021-10-28,Banks County,GA,14.2,2736,16.6,17.3,20.9,57.9,2970.0,15.4,18.0,18.6,21.3
2021-10-28,Jackson County,GA,24.7,18035,29.6,31.0,50.9,57.9,19403.0,26.6,31.8,33.1,52.9
2021-10-28,Lafayette County,FL,36.0,3029,40.8,43.2,89.1,98.7,3433.0,40.8,46.2,48.8,94.8
2021-10-28,Minidoka County,ID,33.0,6933,0.0,46.1,65.2,97.6,7890.0,37.5,0.0,52.4,70.1
2021-10-28,Lewis County,WA,45.9,37040,53.5,55.4,72.0,96.1,40724.0,50.5,58.8,60.8,76.8
2021-10-28,Unknown County,MA,0.0,497965,0.0,0.0,0.0,89.6,663651.0,0.0,0.0,0.0,0.0
2021-10-28,Cole County,MO,48.3,37047,56.4,58.5,82.8,91.2,41209.0,53.7,62.7,64.9,90.0
2021-10-28,Menominee County,WI,69.8,3179,90.4,91.3,98.4,97.0,3292.0,72.3,93.5,93.7,99.5
2021-10-28,Adams County,IA,49.1,1770,57.0,60.5,80.0,97.5,1890.0,52.5,60.8,64.4,82.3
2021-10-28,Wibaux County,MT,25.7,249,29.9,31.7,54.0,95.7,273.0,28.2,32.7,34.8,56.4
2021-10-28,St. Helena Parish,LA,27.6,2794,31.8,32.4,42.9,96.7,3167.0,31.3,36.1,36.7,44.9
2021-10-28,Knox County,OH,38.9,24248,45.6,48.1,75.2,98.7,25550.0,41.0,48.1,50.5,78.0
2021-10-28,Milwaukee County,WI,56.1,530251,66.8,68.7,85.9,97.0,582685.0,61.6,73.4,75.2,91.3
2021-10-28,Kalkaska County,MI,43.5,7838,50.1,52.5,80.9,97.9,8234.0,45.6,52.6,55.2,83.3
2021-10-28,LaGrange County,IN,21.2,8393,26.9,30.3,61.5,98.7,9010.0,22.7,28.9,32.4,64.6
2021-10-28,Hudspeth County,TX,58.0,2833,67.5,68.1,59.7,99.1,3140.0,64.3,74.8,74.7,62.8
2021-10-28,Aguada Municipio,PR,65.2,23921,73.1,73.3,66.2,95.8,27615.0,75.3,84.3,84.6,78.7
2021-10-28,Portage County,WI,55.8,39524,63.6,64.7,89.7,97.0,42273.0,59.7,68.1,69.0,96.4
2021-10-28,Custer County,MT,38.9,4438,45.0,47.6,73.8,95.7,4895.0,42.9,49.7,52.1,77.5
2021-10-28,Vernon County,MO,31.7,6525,37.4,39.6,57.6,91.2,7260.0,35.3,41.6,44.0,62.2
2021-10-28,Greene County,AL,44.2,3582,51.5,53.4,68.6,92.6,4646.0,57.3,66.8,69.1,85.4
2021-10-28,Scurry County,TX,42.5,7098,50.8,53.1,73.6,99.1,8321.0,49.8,59.5,61.8,83.8
2021-10-28,Piute County,UT,34.5,510,39.2,43.8,61.1,97.5,623.0,42.1,47.8,52.6,69.2
2021-10-28,Lake County,SD,43.9,5612,50.6,52.0,62.6,96.4,6151.0,48.1,55.5,56.8,65.4
2021-10-28,Carter County,TN,36.1,20379,40.7,42.4,62.4,97.9,23084.0,40.9,46.1,47.9,67.8
2021-10-28,Scott County,AR,42.7,4387,50.1,52.8,61.8,90.3,5170.0,50.3,59.1,61.8,69.4
2021-10-28,Barren County,KY,41.7,18434,49.3,51.6,73.8,94.4,20548.0,46.4,55.0,57.4,79.3
2021-10-28,Missoula County,MT,58.6,70058,66.8,67.8,88.1,95.7,74727.0,62.5,71.2,72.1,93.8
2021-10-28,Jasper County,MS,44.1,7230,51.8,53.5,72.7,98.3,8371.0,51.1,60.0,61.5,77.7
2021-10-28,Rensselaer County,NY,63.3,100488,72.5,73.7,88.5,97.6,107770.0,67.9,77.8,78.9,94.8
2021-10-28,Saline County,KS,44.5,24111,52.4,54.4,69.2,93.6,26607.0,49.1,57.9,59.9,74.7
2021-10-28,Meigs County,TN,61.6,7648,70.7,74.7,99.9,97.9,8588.0,69.1,79.4,83.6,99.9
2021-10-28,Edwards County,TX,34.5,666,40.5,43.3,56.7,99.1,770.0,39.9,46.8,49.7,62.7
2021-10-28,Clinton County,PA,40.0,15439,45.8,48.0,74.6,94.5,18062.0,46.8,53.6,56.2,83.4
2021-10-28,Crawford County,IA,48.9,8232,58.7,61.7,83.2,97.5,8728.0,51.9,62.3,65.1,85.7
2021-10-28,Hampton County,SC,57.4,11036,66.4,68.7,97.0,93.9,12591.0,65.5,75.7,78.0,99.9
2021-10-28,Pickaway County,OH,45.1,26376,52.2,54.6,81.5,98.7,28024.0,47.9,55.5,57.8,84.5
2021-10-28,Morgan County,TN,46.0,9852,52.2,55.2,89.7,97.9,11159.0,52.1,59.1,62.4,95.8
2021-10-28,Grand Isle County,VT,71.8,5196,81.4,82.7,99.9,73.7,5815.0,80.4,91.1,92.6,99.9
2021-10-28,Hardeman County,TN,40.4,10128,46.1,47.9,72.7,97.9,11685.0,46.6,53.2,55.0,81.1
2021-10-28,Marshall County,MN,41.5,3872,49.0,50.9,68.4,94.5,4349.0,46.6,55.0,57.4,79.5
2021-10-28,Clark County,ID,33.1,280,0.0,42.5,44.5,97.6,312.0,36.9,0.0,47.2,47.6
2021-10-28,McPherson County,NE,12.8,63,14.0,15.6,30.3,89.7,0.0,0.0,0.0,0.0,0.0
2021-10-28,Kootenai County,ID,38.8,64312,0.0,50.1,78.7,97.6,72803.0,43.9,0.0,56.6,85.3
